product_id,product_name,category,brand,price,rating,stock,discount,is_available
484,Earum,Toys,Nike,42679,2.0,947,46,False
485,Natus,Sports,Apple,75412,2.5,524,43,True
486,Iure,Home & Kitchen,Nike,68103,4.9,986,25,True
487,Hic,Grocery,Adidas,41223,2.3,576,29,True
488,Atque,Books,Nike,38719,3.3,321,47,True
489,Hic,Grocery,Puma,78054,4.9,801,49,True
490,Laudantium,Beauty,Sony,1335,4.7,34,14,False
491,Temporibus,Electronics,Puma,691,4.0,395,47,False
492,Quaerat,Fashion,Nike,69943,4.9,439,31,True
493,Natus,Home & Kitchen,Adidas,12693,1.2,247,33,False
494,Veritatis,Books,HP,98528,1.3,107,32,True
495,Quidem,Toys,Apple,78080,3.3,455,42,True
496,Iure,Beauty,Adidas,34708,4.4,958,25,False
497,Aliquam,Books,HP,36145,1.9,976,12,True
498,Cum,Fashion,Sony,14348,1.7,487,20,False
499,Facilis,Fashion,Dell,47461,4.9,222,28,False
500,Dolorum,Grocery,Adidas,16217,1.4,836,43,False
